date,store_id,product_id,demand,category,region,price,discount,weather,holiday,season,inventory,sold,ordered,competitor_price
2023-07-30,S002,P0006,20.93,Groceries,West,48.92,5.0,Cloudy,0,Spring,69,25,177,49.42
2023-07-31,S002,P0006,85.17,Clothing,North,34.28,20.0,Rainy,0,Winter,241,76,184,33.63
2023-08-01,S002,P0006,117.61,Furniture,West,16.17,20.0,Cloudy,0,Autumn,361,104,188,13.53
2023-08-02,S002,P0006,76.99,Electronics,East,76.87,20.0,Rainy,0,Winter,180,79,94,80.93
2023-08-03,S002,P0006,135.01,Electronics,East,24.35,20.0,Rainy,0,Summer,252,136,80,23.2
2023-08-04,S002,P0006,40.46,Clothing,West,86.0,15.0,Cloudy,0,Spring,50,40,87,84.97
2023-08-05,S002,P0006,160.68,Electronics,North,58.6,5.0,Cloudy,0,Winter,341,158,164,55.17
2023-08-06,S002,P0006,329.78,Furniture,North,88.99,0.0,Snowy,1,Spring,449,315,193,93.26
2023-08-07,S002,P0006,290.68,Groceries,East,52.82,0.0,Sunny,1,Summer,480,286,38,51.61
2023-08-08,S002,P0006,307.66,Clothing,West,13.35,0.0,Sunny,1,Summer,497,304,32,14.72
2023-08-09,S002,P0006,15.05,Electronics,East,24.67,10.0,Rainy,0,Spring,353,16,141,25.63
2023-08-10,S002,P0006,282.44,Clothing,South,62.36,15.0,Cloudy,0,Winter,418,272,74,59.23
2023-08-11,S002,P0006,41.64,Groceries,East,51.33,5.0,Rainy,0,Summer,275,44,102,53.12
2023-08-12,S002,P0006,206.59,Toys,North,76.9,15.0,Snowy,1,Spring,296,195,84,77.77
2023-08-13,S002,P0006,340.63,Furniture,East,53.31,15.0,Sunny,0,Spring,423,331,132,54.9
2023-08-14,S002,P0006,258.41,Electronics,North,72.94,15.0,Sunny,0,Autumn,376,248,25,70.75
2023-08-15,S002,P0006,160.13,Toys,South,24.62,15.0,Snowy,1,Spring,209,141,143,20.09
2023-08-16,S002,P0006,96.32,Toys,South,46.12,0.0,Snowy,0,Spring,203,96,81,46.69
2023-08-17,S002,P0006,95.96,Clothing,North,17.17,10.0,Rainy,1,Summer,463,97,163,13.35
2023-08-18,S002,P0006,53.47,Clothing,East,81.0,0.0,Cloudy,0,Winter,162,61,126,81.92
2023-08-19,S002,P0006,7.98,Toys,West,26.43,20.0,Cloudy,1,Summer,88,4,159,23.94
2023-08-20,S002,P0006,312.33,Electronics,North,95.23,20.0,Rainy,0,Autumn,380,322,161,99.58
2023-08-21,S002,P0006,15.41,Groceries,South,37.23,20.0,Rainy,0,Winter,421,14,61,33.52
2023-08-22,S002,P0006,46.19,Groceries,East,88.36,5.0,Cloudy,0,Spring,77,41,40,92.58
2023-08-23,S002,P0006,116.22,Toys,North,27.31,10.0,Snowy,0,Spring,181,110,21,32.16
2023-08-24,S002,P0006,248.28,Furniture,East,91.2,15.0,Cloudy,1,Spring,321,230,175,88.62
2023-08-25,S002,P0006,229.44,Clothing,West,37.09,10.0,Snowy,0,Spring,341,232,38,40.27
2023-08-26,S002,P0006,38.54,Groceries,North,48.81,20.0,Snowy,1,Winter,352,22,80,50.55
2023-08-27,S002,P0006,91.4,Clothing,East,60.84,0.0,Snowy,0,Autumn,329,98,69,64.46
2023-08-28,S002,P0006,9.3,Electronics,East,45.92,15.0,Rainy,0,Summer,190,5,62,48.62
2023-08-29,S002,P0006,353.74,Groceries,East,94.08,5.0,Sunny,0,Summer,373,357,118,97.86
2023-08-30,S002,P0006,14.95,Groceries,East,60.57,10.0,Cloudy,1,Winter,198,5,97,57.7
2023-08-31,S002,P0006,164.59,Furniture,South,37.24,15.0,Snowy,0,Winter,228,156,195,33.26
2023-09-01,S002,P0006,49.76,Clothing,West,94.3,5.0,Rainy,1,Spring,142,30,29,93.33
2023-09-02,S002,P0006,54.12,Furniture,South,16.89,5.0,Snowy,1,Autumn,489,46,186,13.6
2023-09-03,S002,P0006,21.37,Groceries,West,38.65,15.0,Sunny,1,Spring,55,29,92,40.57
2023-09-04,S002,P0006,51.13,Furniture,South,67.32,20.0,Rainy,1,Spring,77,40,146,63.39
2023-09-05,S002,P0006,109.57,Toys,East,28.86,15.0,Snowy,1,Autumn,299,108,49,30.78
2023-09-06,S002,P0006,123.19,Toys,East,13.05,15.0,Rainy,0,Autumn,362,105,176,15.65
2023-09-07,S002,P0006,36.17,Furniture,South,52.3,10.0,Sunny,0,Spring,273,18,24,54.39
2023-09-08,S002,P0006,102.35,Groceries,West,29.57,15.0,Snowy,0,Summer,400,104,126,29.57
2023-09-09,S002,P0006,369.04,Furniture,East,56.67,5.0,Sunny,1,Summer,496,352,100,53.86
2023-09-10,S002,P0006,117.27,Toys,West,25.75,15.0,Snowy,0,Autumn,252,98,106,25.22
2023-09-11,S002,P0006,40.31,Electronics,East,47.68,0.0,Snowy,0,Autumn,210,36,177,52.39
2023-09-12,S002,P0006,50.19,Clothing,South,86.63,15.0,Sunny,0,Spring,279,54,25,90.95
2023-09-13,S002,P0006,111.17,Toys,South,26.26,20.0,Rainy,1,Spring,426,101,136,26.23
2023-09-14,S002,P0006,89.32,Clothing,East,53.67,20.0,Cloudy,1,Winter,336,97,142,51.97
2023-09-15,S002,P0006,32.0,Clothing,East,65.28,20.0,Rainy,1,Autumn,61,35,24,62.89
2023-09-16,S002,P0006,227.4,Electronics,North,71.41,10.0,Rainy,0,Spring,227,221,97,73.27
2023-09-17,S002,P0006,105.67,Electronics,East,27.37,20.0,Cloudy,1,Spring,157,91,196,31.95
2023-09-18,S002,P0006,76.96,Furniture,West,75.76,15.0,Rainy,1,Winter,197,77,156,72.41
2023-09-19,S002,P0006,278.98,Groceries,North,46.65,15.0,Rainy,1,Winter,328,283,90,48.65
2023-09-20,S002,P0006,34.97,Clothing,West,26.27,5.0,Rainy,1,Spring,123,36,66,29.91
2023-09-21,S002,P0006,188.87,Groceries,South,51.45,5.0,Cloudy,1,Autumn,212,177,22,48.52
2023-09-22,S002,P0006,317.3,Groceries,South,96.88,15.0,Snowy,0,Spring,442,302,39,99.22
2023-09-23,S002,P0006,27.33,Groceries,North,94.48,15.0,Rainy,1,Winter,93,37,119,91.91
2023-09-24,S002,P0006,105.16,Toys,East,80.16,10.0,Cloudy,0,Winter,123,87,153,79.12
2023-09-25,S002,P0006,110.93,Groceries,North,58.83,5.0,Snowy,1,Winter,166,96,149,59.7
2023-09-26,S002,P0006,173.72,Electronics,South,39.88,5.0,Rainy,0,Winter,310,157,39,40.48
2023-09-27,S002,P0006,156.81,Clothing,East,78.48,5.0,Sunny,1,Summer,280,153,111,74.01
2023-09-28,S002,P0006,79.8,Clothing,South,72.89,10.0,Snowy,0,Winter,80,70,48,76.88
2023-09-29,S002,P0006,202.63,Clothing,South,49.49,20.0,Rainy,0,Spring,453,195,99,52.2
2023-09-30,S002,P0006,106.15,Toys,North,96.49,10.0,Cloudy,0,Winter,183,103,132,100.52
2023-10-01,S002,P0006,200.1,Clothing,North,78.53,5.0,Rainy,0,Winter,489,199,177,74.71
2023-10-02,S002,P0006,24.96,Clothing,East,84.22,15.0,Sunny,1,Spring,314,24,89,80.27
2023-10-03,S002,P0006,128.66,Furniture,North,12.5,5.0,Snowy,0,Summer,174,113,71,11.93
2023-10-04,S002,P0006,57.44,Toys,West,51.29,10.0,Cloudy,1,Autumn,129,67,38,55.44
2023-10-05,S002,P0006,255.76,Toys,South,37.85,15.0,Sunny,0,Spring,306,236,68,39.3
2023-10-06,S002,P0006,84.24,Groceries,West,94.54,15.0,Sunny,1,Autumn,461,85,129,93.85
2023-10-07,S002,P0006,11.51,Groceries,North,85.68,15.0,Sunny,1,Autumn,179,15,200,83.85
2023-10-08,S002,P0006,76.16,Furniture,South,65.25,10.0,Cloudy,1,Summer,121,61,53,68.39
2023-10-09,S002,P0006,86.32,Groceries,West,27.15,0.0,Snowy,1,Winter,104,88,52,22.27
2023-10-10,S002,P0006,13.17,Electronics,South,49.35,20.0,Rainy,0,Spring,81,23,31,47.8
2023-10-11,S002,P0006,245.83,Groceries,North,51.91,10.0,Cloudy,0,Winter,454,245,27,48.8
2023-10-12,S002,P0006,132.26,Toys,South,28.38,10.0,Snowy,0,Summer,405,123,42,24.61
2023-10-13,S002,P0006,67.67,Toys,South,63.0,10.0,Rainy,1,Summer,117,51,64,59.39
2023-10-14,S002,P0006,51.12,Groceries,South,86.35,20.0,Snowy,1,Spring,75,36,174,86.11
2023-10-15,S002,P0006,13.35,Furniture,East,11.28,15.0,Sunny,0,Autumn,198,21,91,13.35
2023-10-16,S002,P0006,188.15,Clothing,East,22.45,20.0,Rainy,1,Spring,384,196,24,17.59
2023-10-17,S002,P0006,44.01,Electronics,South,51.47,15.0,Sunny,0,Winter,90,53,47,54.07
2023-10-18,S002,P0006,37.18,Groceries,West,10.77,5.0,Sunny,1,Winter,72,28,145,9.64
2023-10-19,S002,P0006,324.11,Groceries,West,62.57,0.0,Rainy,0,Summer,473,321,87,63.22
2023-10-20,S002,P0006,206.03,Groceries,South,57.73,5.0,Snowy,1,Spring,489,198,123,56.33
2023-10-21,S002,P0006,224.83,Groceries,West,13.69,15.0,Snowy,0,Summer,259,214,22,10.4
2023-10-22,S002,P0006,95.68,Groceries,West,34.12,10.0,Snowy,0,Winter,111,102,21,35.25
2023-10-23,S002,P0006,97.25,Electronics,North,75.35,15.0,Cloudy,0,Summer,109,79,116,73.83
2023-10-24,S002,P0006,7.81,Toys,East,90.4,15.0,Snowy,1,Winter,340,4,88,86.21
2023-10-25,S002,P0006,-4.03,Furniture,North,84.48,20.0,Cloudy,0,Summer,384,2,85,81.71
2023-10-26,S002,P0006,67.05,Toys,South,22.85,20.0,Rainy,1,Summer,343,50,110,20.07
2023-10-27,S002,P0006,229.16,Furniture,North,80.96,0.0,Cloudy,1,Winter,435,238,173,84.42
2023-10-28,S002,P0006,132.13,Clothing,North,74.01,0.0,Sunny,1,Autumn,169,132,99,76.63
2023-10-29,S002,P0006,48.78,Electronics,South,83.9,5.0,Sunny,1,Spring,77,39,137,83.74
2023-10-30,S002,P0006,183.59,Clothing,North,71.28,15.0,Rainy,1,Autumn,346,190,31,67.33
2023-10-31,S002,P0006,32.04,Furniture,West,68.36,5.0,Cloudy,1,Summer,51,35,179,72.74
2023-11-01,S002,P0006,37.42,Furniture,South,14.45,0.0,Cloudy,1,Summer,58,37,60,13.26
2023-11-02,S002,P0006,376.82,Groceries,East,42.53,5.0,Rainy,0,Spring,414,358,27,46.31
2023-11-03,S002,P0006,60.26,Groceries,East,59.13,10.0,Cloudy,0,Winter,419,63,151,57.25
2023-11-04,S002,P0006,104.62,Groceries,East,57.88,10.0,Rainy,0,Summer,277,94,150,54.0
2023-11-05,S002,P0006,360.29,Furniture,East,15.76,20.0,Sunny,0,Autumn,376,362,146,19.35
2023-11-06,S002,P0006,56.11,Toys,East,53.89,5.0,Cloudy,0,Autumn,62,45,127,49.8
2023-11-07,S002,P0006,253.93,Electronics,East,37.37,5.0,Sunny,0,Autumn,497,263,139,38.23
2023-11-08,S002,P0006,61.79,Groceries,North,57.55,5.0,Snowy,1,Autumn,222,67,149,59.95
2023-11-09,S002,P0006,17.52,Groceries,South,13.66,15.0,Sunny,1,Winter,234,20,112,12.6
2023-11-10,S002,P0006,77.16,Clothing,West,28.5,20.0,Rainy,0,Autumn,80,74,24,28.05
2023-11-11,S002,P0006,102.12,Furniture,East,33.14,5.0,Sunny,0,Spring,288,93,182,28.6
2023-11-12,S002,P0006,292.5,Clothing,North,61.66,0.0,Rainy,0,Summer,333,298,43,63.5
2023-11-13,S002,P0006,301.64,Furniture,South,30.48,15.0,Sunny,1,Autumn,291,283,90,30.04
2023-11-14,S002,P0006,34.88,Toys,East,42.03,20.0,Rainy,1,Summer,133,15,64,46.75
2023-11-15,S002,P0006,75.25,Groceries,South,10.12,5.0,Cloudy,0,Spring,338,63,43,7.98
2023-11-16,S002,P0006,346.93,Clothing,East,46.86,20.0,Snowy,0,Summer,476,338,65,50.08
2023-11-17,S002,P0006,165.25,Electronics,North,15.41,20.0,Sunny,1,Spring,440,154,46,18.55
2023-11-18,S002,P0006,191.31,Clothing,South,22.39,20.0,Sunny,1,Autumn,214,200,83,23.72
2023-11-19,S002,P0006,90.23,Furniture,East,50.84,5.0,Sunny,1,Winter,147,96,93,52.78
2023-11-20,S002,P0006,59.06,Groceries,West,27.09,15.0,Rainy,0,Autumn,298,68,59,28.18
2023-11-21,S002,P0006,110.24,Furniture,South,80.73,0.0,Sunny,1,Autumn,101,101,76,84.67
2023-11-22,S002,P0006,92.81,Toys,East,27.48,5.0,Snowy,1,Winter,280,79,21,24.54
2023-11-23,S002,P0006,221.89,Toys,South,68.15,10.0,Sunny,1,Autumn,367,224,190,66.32
2023-11-24,S002,P0006,92.36,Furniture,South,13.66,15.0,Rainy,1,Winter,287,78,79,14.05
2023-11-25,S002,P0006,138.37,Clothing,North,88.53,5.0,Rainy,1,Summer,188,134,67,91.97
2023-11-26,S002,P0006,72.84,Toys,North,73.57,10.0,Sunny,0,Summer,261,79,200,77.79
2023-11-27,S002,P0006,107.15,Electronics,North,23.89,20.0,Sunny,1,Autumn,243,115,84,20.71
2023-11-28,S002,P0006,92.57,Toys,South,76.5,5.0,Rainy,1,Summer,134,101,75,77.59
2023-11-29,S002,P0006,198.38,Electronics,North,17.93,0.0,Sunny,1,Autumn,306,202,100,15.08
2023-11-30,S002,P0006,37.83,Toys,East,63.49,0.0,Sunny,1,Summer,179,26,101,66.62
2023-12-01,S002,P0006,18.64,Electronics,East,74.72,5.0,Cloudy,0,Spring,101,26,35,71.12
2023-12-02,S002,P0006,81.5,Electronics,South,16.4,20.0,Snowy,0,Winter,325,71,140,11.48
2023-12-03,S002,P0006,93.13,Groceries,South,87.33,0.0,Cloudy,1,Autumn,120,99,28,88.05
2023-12-04,S002,P0006,41.79,Groceries,North,93.16,20.0,Snowy,0,Winter,92,29,38,96.43
2023-12-05,S002,P0006,94.03,Toys,South,32.65,0.0,Cloudy,1,Summer,206,101,100,35.65
2023-12-06,S002,P0006,379.65,Clothing,East,62.79,10.0,Rainy,0,Autumn,401,389,102,65.56
2023-12-07,S002,P0006,24.12,Electronics,West,46.71,10.0,Cloudy,1,Spring,112,34,98,47.38
2023-12-08,S002,P0006,312.6,Electronics,South,76.48,15.0,Sunny,1,Autumn,334,304,155,80.23
2023-12-09,S002,P0006,423.31,Furniture,West,11.44,10.0,Rainy,1,Autumn,479,407,152,8.43
2023-12-10,S002,P0006,30.46,Electronics,West,32.48,20.0,Snowy,0,Autumn,383,30,21,28.86
2023-12-11,S002,P0006,75.21,Clothing,South,80.81,0.0,Sunny,0,Winter,417,75,169,79.03
2023-12-12,S002,P0006,212.04,Groceries,East,71.49,15.0,Rainy,0,Summer,413,221,115,74.83
2023-12-13,S002,P0006,54.83,Groceries,East,64.07,15.0,Cloudy,1,Spring,89,41,81,61.79
2023-12-14,S002,P0006,77.68,Furniture,East,91.78,10.0,Snowy,0,Autumn,484,85,49,90.38
2023-12-15,S002,P0006,62.36,Clothing,East,45.51,0.0,Cloudy,0,Summer,71,66,184,49.29
2023-12-16,S002,P0006,52.8,Toys,East,14.93,15.0,Rainy,0,Winter,190,59,54,10.04
2023-12-17,S002,P0006,110.03,Electronics,West,63.68,15.0,Cloudy,1,Summer,160,111,86,61.09
2023-12-18,S002,P0006,139.89,Toys,North,83.21,20.0,Snowy,1,Summer,412,141,176,85.43
2023-12-19,S002,P0006,100.42,Furniture,South,38.63,15.0,Cloudy,0,Autumn,311,106,126,43.58
2023-12-20,S002,P0006,78.23,Toys,North,68.32,15.0,Rainy,0,Autumn,171,75,38,65.66
2023-12-21,S002,P0006,127.29,Furniture,North,33.39,5.0,Cloudy,0,Winter,238,121,30,29.48
2023-12-22,S002,P0006,178.56,Electronics,West,18.95,0.0,Snowy,1,Summer,240,186,179,20.06
2023-12-23,S002,P0006,173.15,Furniture,North,83.83,20.0,Snowy,0,Spring,219,176,163,80.95
2023-12-24,S002,P0006,40.26,Toys,South,40.71,10.0,Snowy,1,Winter,76,37,131,39.06
2023-12-25,S002,P0006,42.92,Groceries,West,53.89,20.0,Cloudy,0,Autumn,235,38,91,55.76
2023-12-26,S002,P0006,23.72,Electronics,West,39.36,0.0,Snowy,1,Spring,277,32,150,43.07
2023-12-27,S002,P0006,198.5,Toys,South,48.68,10.0,Cloudy,0,Spring,223,208,132,50.11
2023-12-28,S002,P0006,186.69,Electronics,West,74.14,15.0,Snowy,1,Autumn,249,179,82,77.89
2023-12-29,S002,P0006,124.0,Toys,South,71.76,0.0,Rainy,1,Autumn,374,122,187,70.85
2023-12-30,S002,P0006,116.0,Electronics,South,40.4,0.0,Cloudy,1,Winter,187,102,194,38.97
2023-12-31,S002,P0006,187.28,Furniture,East,45.51,20.0,Snowy,1,Autumn,324,187,198,49.97
2024-01-01,S002,P0006,151.48,Toys,East,19.06,20.0,Rainy,1,Autumn,160,159,78,15.59
2022-01-01,S002,P0007,401.48,Groceries,West,91.13,5.0,Sunny,0,Summer,460,393,70,93.33
2022-01-02,S002,P0007,264.18,Groceries,North,17.41,15.0,Snowy,0,Summer,340,247,148,13.57
2022-01-03,S002,P0007,277.23,Toys,South,60.54,5.0,Rainy,0,Autumn,483,265,108,55.83
2022-01-04,S002,P0007,132.54,Electronics,North,81.35,20.0,Cloudy,0,Spring,449,121,118,82.18
2022-01-05,S002,P0007,34.05,Groceries,South,80.01,5.0,Rainy,1,Winter,80,20,176,80.65
2022-01-06,S002,P0007,264.93,Furniture,North,43.87,10.0,Snowy,0,Autumn,469,255,80,40.56
2022-01-07,S002,P0007,207.06,Electronics,South,49.35,15.0,Cloudy,1,Winter,263,211,178,49.28
2022-01-08,S002,P0007,24.31,Furniture,South,74.31,10.0,Snowy,0,Autumn,208,18,172,76.4
2022-01-09,S002,P0007,256.19,Clothing,East,91.4,15.0,Cloudy,0,Winter,332,237,66,91.21
2022-01-10,S002,P0007,107.56,Toys,West,48.84,5.0,Snowy,0,Summer,229,94,50,45.8
2022-01-11,S002,P0007,3.26,Electronics,West,30.24,0.0,Sunny,0,Summer,211,6,191,33.1
2022-01-12,S002,P0007,53.42,Clothing,East,97.34,0.0,Sunny,1,Spring,144,46,82,95.07
2022-01-13,S002,P0007,219.43,Toys,West,42.72,20.0,Cloudy,1,Winter,256,225,82,41.31
2022-01-14,S002,P0007,44.59,Groceries,South,72.68,20.0,Sunny,1,Winter,67,53,167,67.88
2022-01-15,S002,P0007,16.06,Clothing,North,49.64,15.0,Snowy,1,Autumn,351,4,59,46.87
2022-01-16,S002,P0007,222.73,Electronics,North,61.33,15.0,Snowy,1,Autumn,386,203,30,66.27
2022-01-17,S002,P0007,118.16,Groceries,West,94.98,20.0,Sunny,0,Summer,145,113,117,98.33
2022-01-18,S002,P0007,330.35,Groceries,West,53.26,15.0,Sunny,1,Spring,342,336,148,57.04
2022-01-19,S002,P0007,339.97,Groceries,North,48.16,0.0,Rainy,1,Summer,353,328,111,46.99
2022-01-20,S002,P0007,87.76,Groceries,East,52.77,20.0,Snowy,1,Summer,121,87,23,50.25
2022-01-21,S002,P0007,356.52,Clothing,South,74.95,5.0,Cloudy,0,Spring,392,344,193,72.45
2022-01-22,S002,P0007,58.33,Electronics,North,79.21,5.0,Sunny,0,Summer,215,51,121,83.66
2022-01-23,S002,P0007,176.08,Clothing,East,88.37,5.0,Sunny,0,Winter,435,161,98,85.24
2022-01-24,S002,P0007,262.08,Clothing,West,28.58,10.0,Sunny,1,Summer,453,267,142,26.37
2022-01-25,S002,P0007,437.53,Groceries,South,33.99,0.0,Sunny,1,Spring,479,430,40,33.35
2022-01-26,S002,P0007,119.03,Groceries,West,29.43,5.0,Sunny,1,Summer,218,121,79,26.63
2022-01-27,S002,P0007,74.79,Toys,South,40.4,15.0,Snowy,1,Winter,302,70,47,39.7
2022-01-28,S002,P0007,288.53,Furniture,West,10.85,0.0,Cloudy,0,Winter,331,288,61,13.45
2022-01-29,S002,P0007,335.85,Clothing,East,82.8,20.0,Snowy,0,Autumn,427,322,41,86.55
2022-01-30,S002,P0007,28.61,Toys,South,28.81,20.0,Snowy,0,Winter,177,27,168,27.63
2022-01-31,S002,P0007,92.74,Furniture,South,68.86,5.0,Snowy,0,Autumn,136,96,195,65.64
2022-02-01,S002,P0007,18.22,Groceries,East,26.1,5.0,Cloudy,1,Autumn,243,3,111,24.37
2022-02-02,S002,P0007,322.62,Toys,West,77.84,0.0,Sunny,1,Spring,445,307,105,76.34
2022-02-03,S002,P0007,101.42,Clothing,North,92.71,5.0,Snowy,0,Autumn,113,84,76,91.32
2022-02-04,S002,P0007,156.61,Electronics,East,16.95,0.0,Sunny,1,Spring,164,160,57,18.44
2022-02-05,S002,P0007,463.78,Clothing,East,95.94,15.0,Rainy,0,Winter,492,468,44,93.87
2022-02-06,S002,P0007,95.83,Clothing,West,70.2,5.0,Sunny,1,Autumn,215,99,170,70.98
2022-02-07,S002,P0007,203.4,Groceries,West,85.13,20.0,Snowy,0,Summer,435,209,49,86.28
2022-02-08,S002,P0007,77.59,Clothing,North,29.13,5.0,Rainy,1,Winter,65,60,76,24.27
2022-02-09,S002,P0007,307.86,Furniture,East,14.68,5.0,Snowy,1,Autumn,329,291,144,19.51
2022-02-10,S002,P0007,298.72,Electronics,West,20.69,20.0,Snowy,1,Winter,439,279,197,17.67
2022-02-11,S002,P0007,84.36,Groceries,South,52.39,15.0,Rainy,1,Summer,198,66,38,49.31
2022-02-12,S002,P0007,26.53,Toys,West,33.4,5.0,Sunny,0,Autumn,115,9,88,33.38
2022-02-13,S002,P0007,256.85,Furniture,West,77.15,15.0,Sunny,0,Spring,323,256,76,72.91
2022-02-14,S002,P0007,60.15,Furniture,South,64.44,10.0,Snowy,1,Autumn,136,52,174,62.01
2022-02-15,S002,P0007,29.49,Electronics,West,70.36,20.0,Rainy,1,Spring,63,16,45,65.73
2022-02-16,S002,P0007,73.23,Furniture,East,76.8,10.0,Snowy,1,Summer,273,56,172,76.5
2022-02-17,S002,P0007,98.79,Groceries,East,79.02,10.0,Rainy,0,Autumn,355,105,65,80.28
2022-02-18,S002,P0007,110.21,Furniture,West,12.23,15.0,Snowy,0,Autumn,154,97,117,7.6
2022-02-19,S002,P0007,31.01,Groceries,North,82.33,5.0,Sunny,0,Autumn,273,33,193,81.37
2022-02-20,S002,P0007,84.31,Groceries,West,72.58,15.0,Rainy,0,Winter,84,76,90,75.16
2022-02-21,S002,P0007,268.73,Furniture,South,72.7,20.0,Snowy,1,Autumn,288,255,40,75.76
2022-02-22,S002,P0007,434.6,Furniture,East,95.12,0.0,Cloudy,1,Autumn,442,431,150,93.4
2022-02-23,S002,P0007,80.82,Groceries,West,78.77,10.0,Snowy,0,Winter,499,69,147,74.07
2022-02-24,S002,P0007,282.32,Clothing,North,38.12,20.0,Snowy,0,Autumn,276,264,25,33.17
2022-02-25,S002,P0007,277.94,Electronics,West,97.84,5.0,Cloudy,0,Autumn,489,275,90,95.44
2022-02-26,S002,P0007,81.17,Clothing,East,62.92,10.0,Cloudy,0,Summer,447,90,30,65.72
2022-02-27,S002,P0007,68.04,Toys,South,11.89,10.0,Snowy,1,Summer,113,70,196,15.67
2022-02-28,S002,P0007,34.49,Groceries,East,46.83,0.0,Cloudy,1,Summer,103,38,78,45.06
2022-03-01,S002,P0007,66.27,Toys,North,91.82,5.0,Sunny,1,Autumn,210,72,23,94.62
2022-03-02,S002,P0007,27.87,Groceries,East,94.73,0.0,Rainy,1,Autumn,309,20,133,92.29
2022-03-03,S002,P0007,57.24,Clothing,South,73.44,0.0,Cloudy,0,Summer,164,39,98,71.73
2022-03-04,S002,P0007,15.06,Electronics,East,31.08,5.0,Snowy,1,Spring,97,0,57,35.2
2022-03-05,S002,P0007,59.36,Toys,South,31.65,20.0,Snowy,0,Spring,296,63,177,27.21
2022-03-06,S002,P0007,165.54,Furniture,South,94.82,10.0,Sunny,1,Spring,261,172,167,94.46
2022-03-07,S002,P0007,45.86,Toys,South,82.26,15.0,Rainy,0,Winter,230,29,72,83.57
2022-03-08,S002,P0007,61.02,Furniture,North,69.41,5.0,Sunny,1,Autumn,183,66,80,72.0
2022-03-09,S002,P0007,143.85,Electronics,South,17.08,5.0,Cloudy,1,Autumn,305,136,180,18.71
2022-03-10,S002,P0007,145.68,Clothing,East,97.44,15.0,Sunny,1,Summer,463,140,135,98.34
2022-03-11,S002,P0007,361.21,Toys,West,92.68,10.0,Snowy,1,Summer,404,361,145,88.48
2022-03-12,S002,P0007,97.35,Groceries,West,12.98,0.0,Snowy,0,Winter,128,106,55,17.01
2022-03-13,S002,P0007,340.88,Furniture,South,68.34,5.0,Snowy,0,Spring,428,349,63,66.74
2022-03-14,S002,P0007,28.74,Furniture,North,29.58,0.0,Rainy,1,Autumn,369,16,28,34.05
2022-03-15,S002,P0007,98.78,Groceries,West,73.85,15.0,Cloudy,1,Spring,335,107,200,75.81
2022-03-16,S002,P0007,90.57,Groceries,South,51.98,20.0,Sunny,0,Summer,145,74,115,47.26
2022-03-17,S002,P0007,46.3,Groceries,North,71.15,5.0,Sunny,0,Summer,71,48,167,75.86
2022-03-18,S002,P0007,28.76,Electronics,North,32.55,15.0,Sunny,1,Summer,351,29,119,29.7
2022-03-19,S002,P0007,85.28,Clothing,South,63.61,0.0,Sunny,1,Autumn,245,93,131,58.76
2022-03-20,S002,P0007,37.1,Clothing,North,45.78,15.0,Sunny,0,Spring,220,34,49,45.23
2022-03-21,S002,P0007,30.64,Groceries,East,90.61,10.0,Snowy,0,Winter,403,28,30,89.78
2022-03-22,S002,P0007,12.34,Toys,East,72.3,20.0,Rainy,0,Summer,87,14,145,69.77
2022-03-23,S002,P0007,235.34,Groceries,East,66.97,5.0,Snowy,0,Autumn,345,221,143,62.4
2022-03-24,S002,P0007,123.28,Furniture,East,31.05,15.0,Cloudy,1,Summer,290,119,49,34.16
2022-03-25,S002,P0007,128.1,Furniture,North,99.39,10.0,Cloudy,1,Summer,204,119,126,95.92
2022-03-26,S002,P0007,8.4,Furniture,West,10.85,0.0,Sunny,1,Autumn,149,14,200,10.91
2022-03-27,S002,P0007,126.66,Groceries,West,56.79,20.0,Rainy,1,Winter,201,136,35,52.84
2022-03-28,S002,P0007,42.66,Clothing,East,23.83,20.0,Rainy,0,Autumn,150,45,108,24.87
2022-03-29,S002,P0007,100.55,Groceries,North,69.88,0.0,Cloudy,1,Spring,168,93,90,74.63
2022-03-30,S002,P0007,16.38,Toys,North,55.53,10.0,Cloudy,1,Autumn,417,13,104,59.29
2022-03-31,S002,P0007,145.09,Electronics,South,45.7,15.0,Sunny,1,Spring,159,151,60,46.83
2022-04-01,S002,P0007,98.65,Groceries,East,77.08,20.0,Cloudy,1,Summer,366,88,45,73.64
2022-04-02,S002,P0007,101.94,Furniture,East,31.61,0.0,Sunny,1,Autumn,155,104,42,29.84
2022-04-03,S002,P0007,83.14,Toys,South,59.59,10.0,Sunny,0,Spring,112,65,126,64.49
2022-04-04,S002,P0007,61.01,Groceries,East,49.65,0.0,Snowy,1,Summer,374,70,117,51.86
2022-04-05,S002,P0007,430.91,Furniture,South,34.57,20.0,Snowy,1,Winter,479,439,128,33.34
2022-04-06,S002,P0007,41.19,Toys,East,52.82,0.0,Snowy,1,Spring,128,42,120,52.95
2022-04-07,S002,P0007,396.89,Clothing,East,46.54,5.0,Snowy,1,Winter,424,387,87,47.67
2022-04-08,S002,P0007,337.71,Groceries,North,96.21,15.0,Sunny,1,Spring,368,321,163,97.55
2022-04-09,S002,P0007,118.03,Groceries,West,20.39,5.0,Cloudy,1,Winter,177,123,162,20.04
2022-04-10,S002,P0007,122.13,Groceries,South,17.39,5.0,Cloudy,0,Summer,411,111,137,19.29
